playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2543608","null","Dexter McDougle","DB","NYJ","DB","NYJ","-124.0694","0","null","null","1644","351","null","0","null","null","0","0","0","null","null",
"2543696","null","Ahmad Dixon","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","0","null","null","null","0","0","null","null",
"2543739","null","Dontae Johnson","DB","SF","DB","SF","-124.0694","0","null","null","1644","351","null","0","170","-1552","0.5","0","0","null","null",
"2550228","null","Dewey McDonald","DB","IND","DB","IND","-124.0694","0","null","null","1644","351","null","0","null","null","null","0","0","null","null",
"2552615","null","Delvin Breaux","DB","NO","DB","NO","-124.0694","0","null","null","1644","351","null","null","null","null","0","0","0","null","null",
"2553519","null","Kurtis Drummond","DB","FA","DB","FA","-124.0694","0","null","null","1644","351","null","null","null","null","0","0","0","null","null",
"2552684","null","Mark Nzeocha","LB","DAL","LB","DAL","-124.159","0.6","null","null","1585","271","null","0.4","170","-1589","0","0.6","0.6","null","null",
"2543568","null","Khairi Fortt","LB","JAC","LB","JAC","-124.459","0.3","null","null","1586","272","null","0.2","null","null","1","0.3","0.3","null","null",
"80725","null","Victor Butler","LB","NYG","LB","NYG","-124.659","0.1","null","null","1587","273","null","0.05","null","null","0","0.1","0.1","null","null",
"2541814","null","JaGared Davis","LB","WAS","LB","WAS","-124.659","0.1","null","null","1587","273","null","0.1","null","null","null","0.1","0.1","null","null",
"240","null","Quentin Groves","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"764","null","Geno Hayes","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","170","-1593","0","0","0","null","null",
"4401","null","Andy Studebaker","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"71227","null","Everette Brown","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"80638","null","Moise Fokou","LB","CLE","LB","CLE","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"89774","null","Ashlee Palmer","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"496953","null","Brandon Spikes","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","1","0","0","null","null",
"2495199","null","Colin McCarthy","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"2495203","null","Dontay Moch","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"2495309","null","Casey Matthews","LB","MIN","LB","MIN","-124.759","0","null","null","1644","274","null","0","null","null","0","0","0","null","null",
"2495985","null","Kamerion Wimbley","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","0","0","0","null","null",
"2499260","null","Jacquian Williams","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","0","0","0","null","null",
"2505016","null","Dwight Freeney","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","170","-1593","0","0","0","null","null",
"2505630","null","Lance Briggs","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","0","0","0","null","null",
"2505923","null","Shaun Phillips","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","170","-1593","0","0","0","null","null",
"2506587","null","Chase Blackburn","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"2507200","null","Zak DeOssie","LB","NYG","LB","NYG","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"2530511","null","Mario Harvey","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"2533004","null","Miles Burris","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","170","-1593","0","0","0","null","null",
"2533055","null","Terrell Manning","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"2537131","null","Kyle Knox","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"2539298","null","Steve Beauharnais","LB","SF","LB","SF","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"2539969","null","Kenny Demens","LB","ARI","LB","ARI","-124.759","0","null","null","1644","274","null","0","null","null","0","0","0","null","null",
"2540277","null","David Bass","LB","CHI","LB","CHI","-124.759","0","null","null","1644","274","null","0","null","null","1","0","0","null","null",
"2543835","null","Prince Shembo","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","1","0","0","null","null",
"2550615","null","Bojay Filimoeatu","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","0","null","null","null","0","0","null","null",
"2552317","null","Mike Hull","LB","MIA","LB","MIA","-124.759","0","null","null","1644","274","null","0","null","null","0","0","0","null","null",
"2553517","null","Trey DePriest","LB","FA","LB","FA","-124.759","0","null","null","1644","274","null","null","null","null","0","0","0","null","null",
"2553670","null","Jeff Luc","LB","MIA","LB","MIA","-124.759","0","null","null","1644","274","null","null","null","null","0","0","0","null","null",
"2504941","null","Billy Cundiff","K","FA","K","FA","-130.4082","42.7041","null","null","1589","35","null","25.9093","160.47","-1631.53","1.25","79.8638","0","9.1705","null",
"2506581","null","Ryan Fitzpatrick","QB","NYJ","QB","NYJ","-134.5782","117.1161","null","218","1590","32","null","38.6371","152.08","-1640.92","0.5","180.8215","46.4994","9.049","2",
"2504162","null","Shayne Graham","K","FA","K","FA","-143.2214","29.891","null","null","1591","36","null","28.0416","160.43","-1633.57","0.5","69.5787","0","9.5707","null",
"2539335","null","Geno Smith","QB","NYJ","QB","NYJ","-148.0024","103.6918","null","238","1592","33","null","55.6766","144.3067","-1650.6933","1","165.515","10.1099","10.1764","1",
"2541556","null","Brandon McManus","K","DEN","K","DEN","-169.4136","3.6987","null","null","1593","37","null","3.6987","160.335","-1635.665","0.75","8.9005","0","5.6087","null",
"2495162","null","Alex Henery","K","FA","K","FA","-173.1123","0","null","null","1644","38","null","0","160.485","-1636.515","0.5","0","0","null","null",
"2504343","null","Jay Feely","K","FA","K","FA","-173.1123","0","null","null","1644","38","null","0","160.475","-1636.525","0.25","0","0","null","null",
"2541104","null","Brandon Bogotay","K","TB","K","TB","-173.1123","0","null","null","1644","38","null","0","239","-1558","0","0","0","null","null",
"2543781","null","Zach Hocker","K","NO","K","NO","-173.1123","0","null","null","1644","38","null","0","141.5","-1655.5","0.3333","0","0","null","null",
"2550158","null","Nate Freese","K","FA","K","FA","-173.1123","0","null","null","1644","38","null","0","160.485","-1636.515","0.5","0","0","null","null",
"2553497","null","Kyle Brindza","K","DET","K","DET","-173.1123","0","null","null","1644","38","null","0","93","-1704","0","0","0","null","null",
"2553576","null","Tom Obarski","K","CIN","K","CIN","-173.1123","0","null","null","1644","38","null","0","null","null","0","0","0","null","null",
"2553648","null","Andrew Franks","K","MIA","K","MIA","-173.1123","0","null","null","1644","38","null","null","null","null","0","0","0","null","null",
"2553833","null","Josh Lambo","K","SD","K","SD","-173.1123","0","null","null","1644","38","null","null","null","null","0","0","0","null","null",
"2543801","null","Jimmy Garoppolo","QB","NE","QB","NE","-198.4281","53.2662","null","336","1594","34","null","15.1565","158.1433","-1647.8567","0.5","72.0139","25.87","3.373","null",
"2495443","null","Ryan Mallett","QB","HOU","QB","HOU","-208.9299","42.7644","null","null","1595","35","null","10.1194","160.64","-1646.36","0.75","75.102","0","6.2589","null",
"2543462","null","Johnny Manziel","QB","CLE","QB","CLE","-218.2392","33.455","null","261","1596","36","null","2.4181","164.76","-1643.24","0.75","65.111","0.1212","6.4659","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","-219.8593","31.835","null","null","1597","37","null","3.4779","166.15","-1642.85","0.5","71.3933","0","4.2421","null",
"2539228","null","EJ Manuel","QB","BUF","QB","BUF","-221.4555","30.2388","null","null","1598","38","null","4.0787","160.455","-1649.545","0.3333","62.677","0","7.099","null",
"2506444","null","Kyle Orton","QB","FA","QB","FA","-225.2188","26.4754","null","null","1599","39","null","3.2026","160.49","-1650.51","0.75","33.0013","0","6.0104","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","-225.8495","25.8448","null","299","1600","40","null","8.0094","130.3167","-1681.6833","0.5","65.9354","0","4.226","null",
"2532820","null","Kirk Cousins","QB","WAS","QB","WAS","-230.9934","20.7009","null","null","1601","41","null","6.2584","160.48","-1652.52","0.5","34.4743","0","2.4558","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","-236.7244","14.9699","null","null","1602","42","null","2.2179","160.49","-1653.51","0.5","27.4263","0","3.8596","null",
"2543605","null","Zach Mettenberger","QB","TEN","QB","TEN","-237.7791","13.9152","null","null","1603","43","null","2.4099","160.485","-1654.515","0.25","31.9558","-1.6951","3.5196","null",
"252","null","Chad Henne","QB","JAC","QB","JAC","-240.1054","11.5889","null","null","1604","44","null","0.2893","160.495","-1655.505","0.25","17.5998","0","1.9319","null",
"2504833","null","Shaun Hill","QB","MIN","QB","MIN","-240.2726","11.4217","null","null","1605","45","null","0.4246","126.3267","-1690.6733","0.25","24.3744","0","8.6958","null",
"2539275","null","Mike Glennon","QB","TB","QB","TB","-240.5167","11.1776","null","null","1606","46","null","0.8359","151.9933","-1666.0067","0.5","22.9802","0","3.0707","null",
"2506546","null","Derek Anderson","QB","CAR","QB","CAR","-240.8777","10.8166","null","null","1607","47","null","0.9829","160.475","-1658.525","0.25","20.8634","0","2.1602","null",
"2533349","null","Austin Davis","QB","STL","QB","STL","-241.8274","9.8669","null","null","1608","48","null","0.4624","131.3267","-1688.6733","0.5","15.62","0","2.0088","null",
"2532970","null","Brandon Weeden","QB","DAL","QB","DAL","-241.8937","9.8005","null","null","1609","49","null","1.3355","160.48","-1660.52","0.5","18.9375","0","4.0478","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","-242.6859","9.0083","null","null","1610","50","null","1.2235","133.66","-1688.34","0.25","13.6307","0","2.475","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","-243.7726","7.9217","null","null","1611","51","null","0.6469","160.495","-1662.505","0","12.6438","0","5.3352","null",
"2501078","null","Matt Hasselbeck","QB","IND","QB","IND","-244.0463","7.6479","null","null","1612","52","null","0.9224","154.32","-1669.68","0.25","19.1945","-1.03","1.735","null",
"497135","null","Tim Tebow","QB","PHI","QB","PHI","-244.7926","6.9017","null","null","1613","53","null","0.3578","113.4467","-1711.5533","0.75","16.8125","0","8.6907","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","-245.145","6.5493","null","null","1614","54","null","0.3013","153.66","-1672.34","0.25","14.4062","0","4.5966","null",
"2552369","null","Bryce Petty","QB","NYJ","QB","NYJ","-245.1559","6.5384","null","null","1615","55","null","0.7838","127.8767","-1699.1233","0.25","16.2904","0","4.1548","null",
"2533436","null","Brock Osweiler","QB","DEN","QB","DEN","-245.7366","5.9576","null","null","1616","56","null","0.4263","192.49","-1635.51","0.5","15.0432","0","3.3094","null",
"2495974","null","Charlie Whitehurst","QB","TEN","QB","TEN","-246.1427","5.5515","null","null","1617","57","null","0.3619","160.495","-1668.505","0.25","13.8185","0","7.6118","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","-246.1831","5.5112","null","null","1618","58","null","0.8042","160.495","-1669.505","0.5","11.0598","-1.382","4.2353","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","-246.8261","4.8681","null","null","1619","59","null","0.3557","160.48","-1670.52","0.5","11.3208","-0.09","6.3755","null",
"2542065","null","Matt McGloin","QB","OAK","QB","OAK","-247.1485","4.5458","null","null","1620","60","null","0.0996","160.495","-1671.505","0.25","9.0467","-0.42","7.5236","null",
"2506895","null","Kellen Clemens","QB","SD","QB","SD","-247.2151","4.4792","null","null","1621","61","null","0.1614","160.5","-1672.5","0","9.0599","0","3.3696","null",
"2495838","null","Bruce Gradkowski","QB","PIT","QB","PIT","-247.2811","4.4132","null","null","1622","62","null","0.2479","146.99","-1687.01","0","9.5923","-0.116","3.4845","null",
"2532917","null","Kellen Moore","QB","DET","QB","DET","-247.4719","4.2223","null","null","1623","63","null","0.5288","170","-1665","0","7.8284","0","3.7549","null",
"2495215","null","Christian Ponder","QB","OAK","QB","OAK","-247.5861","4.1082","null","null","1624","64","null","0.9551","147.6633","-1688.3367","0.5","10.9253","0","4.7565","null",
"2543640","null","Tom Savage","QB","HOU","QB","HOU","-248.4154","3.2789","null","null","1625","65","null","0.2628","160.495","-1676.505","0.5","9.8332","-0.89","6.0488","null",
